"","ID","ID.Parc","Adresse.Complete","Type","Latitude","Longitude","Adresse.Rue","Adresse.Ville","Adresse.Province","Adresse.Postal"
"133","CEA-10198","Sur rue - Ville-Marie - rue St-Antoine","115 rue St-Antoine Ouest, Montréal, QC, H2Z 1X8","Level2",45.505539,-73.55852,"115 rue St-Antoine Ouest","Montréal","QC","H2Z 1X8"
"134","CEA-463","St-Hubert - Sainte-Adèle","500 boul. Sainte-Adèle, Sainte-Adèle, QC, J8B 2N1","Level2",45.946289,-74.12683,"500 boul. Sainte-Adèle","Sainte-Adèle","QC","J8B 2N1"
"135","CEA-314","Ste-Adèle - Parc Claude-Henri-Grignon","999 Boulevard Ste Adèle, Sainte-Adèle, QC, J8B 2N4","Level2",45.951406,-74.13368,"999 Boulevard Ste Adèle","Sainte-Adèle","QC","J8B 2N4"
"136","CEA-014","CSRS - Centre du 24-Juin","639 rue du 24-Juin, Sherbrooke, QC, J1E 1H1","Level2",45.422236,-71.876754,"639 rue du 24-Juin","Sherbrooke","QC","J1E 1H1"
"137","CE-A-008","AMT - Gare Saint-Jérôme","455 boul. Jean-Baptiste-Rolland, St-Jérôme, QC, J7Z 2H5","Level2",45.77344131,-73.99957275,"455 boul. Jean-Baptiste-Rolland","St-Jérôme","QC","J7Z 2H5"
"138","CE-FC-016","First Capital - Carrefour St-David Est","2060 Blanche Lamontagne, Beauport, QC, G1C 0G9","Level2",46.865613,-71.212722,"2060 Blanche Lamontagne","Beauport","QC","G1C 0G9"
"139","CEA-288","Sur rue - Ville-Marie - rue St-Urbain","rue St-Urbain & René-Lévesque, Montréal, QC, H2Z 1A4","Level2",45.507908,-73.56276,"rue St-Urbain & René-Lévesque","Montréal","QC","H2Z 1A4"
"140","CE-A-002","AMT - Gare Roxboro-Pierrefonds","11100 boul. Gouin Ouest, Montréal, QC, H8Y 1R5","Level2",45.51003647,-73.81098938,"11100 boul. Gouin Ouest","Montréal","QC","H8Y 1R5"
"141","CEA-339","Noyan - Stat. du Parc MacCallum","1274 chemin de la Petite-France, Noyan, QC, J0J 1B0","Level2",45.064303,-73.29843,"1274 chemin de la Petite-France","Noyan","QC","J0J 1B0"
"142","CEA-448","Ville de Mont-Tremblant - Complexe Aquatique","635 rue Cadieux, Mont-Tremblant, QC, J8E 2T4","Level2",46.126568,-74.5825,"635 rue Cadieux","Mont-Tremblant","QC","J8E 2T4"
"143","CEA-10104","St-Hubert - Kirkland","2939 Boul. St-Charles, Kirkland, QC, H9H 3B5","Level2",45.44753624,-73.85300585,"2939 Boul. St-Charles","Kirkland","QC","H9H 3B5"
"144","CEA-102","Plateau Mont-Royal - Aréna St-Louis","5633 rue Saint-Dominique, Montréal, QC, H2T 1V7","Level2",45.527779,-73.59976,"5633 rue Saint-Dominique","Montréal","QC","H2T 1V7"
"145","CEA-10187","Sur rue - Ville-Marie - rue St-Antoine","155 rue St-Antoine Ouest, Montréal, QC, H2Z 2A7","Level2",45.505046,-73.55894,"155 rue St-Antoine Ouest","Montréal","QC","H2Z 2A7"
"146","CE-S-012","St-Hubert - Pierrefonds","4700 boul. St-Jean, Pierrefonds, QC, H9H 4B2","Level2",45.48765182,-73.84971619,"4700 boul. St-Jean","Pierrefonds","QC","H9H 4B2"
"147","CE-R-010","Réno-Dépôt - Vaudreuil-Dorion","3010 boul. de la Gare, Vaudreuil-Dorion, QC, J7V 0H1","Level2",45.39921188,-74.05329132,"3010 boul. de la Gare","Vaudreuil-Dorion","QC","J7V 0H1"
"148","CEA-10091","DGI - Complexe Desjardins","1251 rue Jeanne-Mance, Montréal, QC, H2X 3Y2","Level2",45.507924,-73.56414,"1251 rue Jeanne-Mance","Montréal","QC","H2X 3Y2"
"149","CEA-379","Ste-Adèle - Parc Claude-Henri-Grignon","999 Boulevard Ste Adèle, Sainte-Adèle, QC, J8B 2N4","Level2",45.951406,-74.13368,"999 Boulevard Ste Adèle","Sainte-Adèle","QC","J8B 2N4"
"150","CE-US-006","Université de Sherbrooke - Campus de la santé","3001 12e avenue Nord, Sherbrooke, QC, J1H 5N4","Level2",45.449646,-71.86348724,"3001 12e avenue Nord","Sherbrooke","QC","J1H 5N4"
"151","CEA-302","Plessisville - Hôtel de Ville","1700 rue Saint-Calixte, Plessisville, QC, G6L 1R3","Level2",46.21864223,-71.77146673,"1700 rue Saint-Calixte","Plessisville","QC","G6L 1R3"
"152","CEA-10115","Contrecoeur - Hôtel de Ville","500 rue Marie-Victorin, Contrecoeur, QC, J0L 1C0","Level2",45.857484,-73.239587,"500 rue Marie-Victorin","Contrecoeur","QC","J0L 1C0"
"153","CEA-445","Collège Montmorency","475 Boulevard de l'avenir, Laval, QC, H7N 5H9","Level2",45.56052819,-73.72069761,"475 Boulevard de l'avenir","Laval","QC","H7N 5H9"
"154","CE-R-005","RONA - Anjou","7273 boul. des Galeries-d'Anjou, Anjou, QC, H1M 2W2","Level2",45.59776688,-73.56073761,"7273 boul. des Galeries-d'Anjou","Anjou","QC","H1M 2W2"
"155","CEA-10209","MTQ - Aire de service de Rivière-Beaudette","100 Autoroute 20, Rivière-Beaudette, QC, J0P 1R0","Level2",45.212512,-74.338789,"100 Autoroute 20","Rivière-Beaudette","QC","J0P 1R0"
"156","CEA-00489","CSRS - École la Maisonnée","1500 boul. Mi-Vallon, Sherbrooke, QC, J1N 3Y5","Level2",45.382978,-71.98476,"1500 boul. Mi-Vallon","Sherbrooke","QC","J1N 3Y5"
"157","CE-R-009","Réno-Dépôt - Vaudreuil-Dorion","3010 boul. de la Gare, Vaudreuil-Dorion, QC, J7V 0H1","Level2",45.39928055,-74.05329132,"3010 boul. de la Gare","Vaudreuil-Dorion","QC","J7V 0H1"
"158","CEA-10149","Sur rue - Ville-Marie - rue Peel","530 rue Peel, Montréal, QC, H3C 6M8","Level2",45.495621,-73.563865,"530 rue Peel","Montréal","QC","H3C 6M8"
"159","CEA-10074","St-Hubert - Rouyn-Noranda","60 Avenue Québec, Rouyn-Noranda, QC, J9X 6P9","Level2",48.2425401,-79.02767571,"60 Avenue Québec","Rouyn-Noranda","QC","J9X 6P9"
"160","CE-M-013","METRO - Repentigny","150 rue Louvain, Repentigny, QC, J6A 8J7","Level2",45.748969,-73.45428,"150 rue Louvain","Repentigny","QC","J6A 8J7"
"161","CE-A-028","AMT - Stationnement Châteauguay","42 boul. Saint-Jean Baptiste, Chateauguay, QC, J6J 3H6","Level2",45.36546707,-73.71147919,"42 boul. Saint-Jean Baptiste","Chateauguay","QC","J6J 3H6"
"162","CEA-10048","St-Hubert - Chicoutimi","939 boul. Talbot, Chicoutimi, QC, G7H 4B5","Level2",48.413103,-71.04915,"939 boul. Talbot","Chicoutimi","QC","G7H 4B5"
"163","CEA-10036","Dorval - Complexe sportif","1295 Avenue Dawson, Dorval, QC, H9S 1Y4","Level2",45.442673,-73.75442,"1295 Avenue Dawson","Dorval","QC","H9S 1Y4"
"164","CEC-00003","BRCC - Village-relais de Yamachiche","4 rue Sainte-Anne E, Yamachiche, QC, G0X 3L0","FastDC",46.261558,-72.87568,"4 rue Sainte-Anne E","Yamachiche","QC","G0X 3L0"
"165","CEA-206","Québec - Centre sportif Marc-Simoneau","3500 Cambronne, Québec, QC, G1E 7H2","Level2",46.8623468,-71.20877871,"3500 Cambronne","Québec","QC","G1E 7H2"
"166","CEA-10013","Carrefour Santé Globale","2381 rue Principale Ouest, Magog, QC, J1X 0J4","Level2",45.2810748,-72.18543388,"2381 rue Principale Ouest","Magog","QC","J1X 0J4"
"167","CE-R-013","Réno-Dépôt - Laval","1505 boul. Le Corbusier, Laval, QC, H7S 1Z3","Level2",45.56140518,-73.72683716,"1505 boul. Le Corbusier","Laval","QC","H7S 1Z3"
"168","CEC-00058","BRCC - CDSMML - Pointe-à-la-Croix","4 boul. Perron Ouest, Pointe-à-la-Croix, QC, G0C 1L0","FastDC",48.032752,-66.704046,"4 boul. Perron Ouest","Pointe-à-la-Croix","QC","G0C 1L0"
"169","CEA-10148","Sur rue - Ville-Marie - 1551 rue St-Denis","1551 rue St-Denis, Montréal, QC, H2L 3K3","Level2",45.514626,-73.56228,"1551 rue St-Denis","Montréal","QC","H2L 3K3"
"170","CE-A-020","AMT - Terminus Montarville","220 boul. de Montarville, Boucherville, QC, J4B 1Z2","Level2",45.60066223,-73.45039368,"220 boul. de Montarville","Boucherville","QC","J4B 1Z2"
"171","CEA-497","St-Hubert - Thetford Mines","203 Boul. Frontenac Ouest, Thetford Mines, QC, G6G 6K2","Level2",46.101841,-71.316478,"203 Boul. Frontenac Ouest","Thetford Mines","QC","G6G 6K2"
"172","CEC-00024","BRCC - St-Hubert - Piedmont","725 rue Jean Adam, Piedmont, QC, J0R 1R3","FastDC",45.889929,-74.145738,"725 rue Jean Adam","Piedmont","QC","J0R 1R3"
"173","CE-FC-007","First Capital - Carrefour du Versant Ouest","1500 boul. Gréber, Gatineau, QC, J8R 0E1","Level2",45.503821,-75.678098,"1500 boul. Gréber","Gatineau","QC","J8R 0E1"
"174","CEC-00039","BRCC - Ville de Saguenay","2555 Boul. Talbot, Saguenay, QC, G7H 5B1","FastDC",48.380845,-71.083094,"2555 Boul. Talbot","Saguenay","QC","G7H 5B1"
"175","CEA-263","Hydro-Québec - Électrium","2001 Michael-Faraday, Ste-Julie, QC, J3X 1S1","Level2",45.60622757,-73.37822824,"2001 Michael-Faraday","Ste-Julie","QC","J3X 1S1"
"176","CE-FC-012","First Capital - Carrefour St-David Ouest","2841 avenue St-David, Beauport, QC, G1E 4K7","Level2",46.864523,-71.215415,"2841 avenue St-David","Beauport","QC","G1E 4K7"
"177","CE-SP-005","SÉPAQ - Parc de la Chute-Montmorency","2490 avenue Royale, Beauport, QC, G1C 1S1","Level2",46.8854436,-71.14478716,"2490 avenue Royale","Beauport","QC","G1C 1S1"
"178","CEA-120","First Capital - Place Nelligan","1134 St-René Boulevard West, Gatineau, QC, J8T 6H1","Level2",45.487851,-75.70122,"1134 St-René Boulevard West","Gatineau","QC","J8T 6H1"
"179","CEA-10178","Sur rue - Ville-Marie - rue Boisbriand","270 rue de Boisbriand, Montréal, QC, H2X 3C5","Level2",45.512673,-73.562445,"270 rue de Boisbriand","Montréal","QC","H2X 3C5"
"180","CEA-343","CÉGEP Sorel-Tracy","3000 boulevard de Tracy, Sorel-Tracy, QC, J3R 5B9","Level2",46.014631,-73.1504,"3000 boulevard de Tracy","Sorel-Tracy","QC","J3R 5B9"
"181","CEC-00046","BRCC - Aire de service  - Rivière-Beaudette","100 Autoroute 20, Rivière-Beaudette, QC, J0P 1R0","FastDC",45.212512,-74.338789,"100 Autoroute 20","Rivière-Beaudette","QC","J0P 1R0"
"182","CEA-270","Sur rue - Ville-Marie - rue Gauvin","800 rue du Square Victoria, Montréal, QC, H4Z 1A1","Level2",45.500852,-73.56134,"800 rue du Square Victoria","Montréal","QC","H4Z 1A1"
"183","CEA-10059","Ste-Anne-de-la-Pérade - SDE la Pérade","230 rue Sainte-Anne, Sainte-Anne-de-la-Pérade, QC, G0X 2J0","Level2",46.57230449,-72.20518914,"230 rue Sainte-Anne","Sainte-Anne-de-la-Pérade","QC","G0X 2J0"
"184","CEA-164","St-Hubert - Shawinigan","1515 rue Trudel, Shawinigan, QC, G9N 8K8","Level2",46.555585,-72.74978,"1515 rue Trudel","Shawinigan","QC","G9N 8K8"
"185","CE-VS-003","Ville de Sherbrooke - Plateau Sylvie-Daigle","350 rue Terril, Sherbrooke, QC, J1E 3S7","Level2",45.4128418,-71.88355255,"350 rue Terril","Sherbrooke","QC","J1E 3S7"
"186","CEA-237","MTQ - Trois-Rivières (Cap-de-la-Madeleine)","509 rue Vachon, Trois-Rivières, QC, G8T 8Y2","Level2",46.370328,-72.55448,"509 rue Vachon","Trois-Rivières","QC","G8T 8Y2"
"187","CE-S-010","St-Hubert - Lajeunesse","10520 rue Lajeunesse, Montréal, QC, H3L 2E6","Level2",45.55425262,-73.66552734,"10520 rue Lajeunesse","Montréal","QC","H3L 2E6"
"188","CE-R-003","RONA - Saint-Bruno","1221 boul. des Promenades, Saint-Bruno, QC, J3V 6H1","Level2",45.50191879,-73.37766266,"1221 boul. des Promenades","Saint-Bruno","QC","J3V 6H1"
"189","CE-A-027","AMT - Stationnement Châteauguay","42 boul. Saint-Jean Baptiste, Chateauguay, QC, J6J 3H6","Level2",45.36523056,-73.71183777,"42 boul. Saint-Jean Baptiste","Chateauguay","QC","J6J 3H6"
"190","CEA-069","St-Laurent - Aréna Raymond-Bourque","2345 Boulevard Thimens, Montréal, QC, H4R 1T4","Level2",45.508447,-73.70115,"2345 Boulevard Thimens","Montréal","QC","H4R 1T4"
"191","CE-SP-006","SÉPAQ - Station touristique Duchesnay","140 Montée de l’Auberge, Ste-Catherine-de-la-Jacques-Cartier, QC, G3N 0J5","Level2",46.87026215,-71.63920593,"140 Montée de l’Auberge","Ste-Catherine-de-la-Jacques-Cartier","QC","G3N 0J5"
"192","CEA-016","Ville de Joliette - Centre récréatif Marcel-Bonin","265 Lajoie Sud, Joliette, QC, J6E 5L5","Level2",46.02154547,-73.43739495,"265 Lajoie Sud","Joliette","QC","J6E 5L5"
"193","CE-FC-001","First Capital - Carrefour Charlemagne","30 Rue Émile-Despins, Charlemagne, QC, J5Z 3L6","Level2",45.720641,-73.493505,"30 Rue Émile-Despins","Charlemagne","QC","J5Z 3L6"
"194","CEA-10162","Sur rue - Ville-Marie - rue Frontenac","1956 Rue Frontenac, Montréal, QC, H2K 2Z1","Level2",45.532725,-73.552184,"1956 Rue Frontenac","Montréal","QC","H2K 2Z1"
"195","CEA-426","St-Hubert - Côte-des-Neiges","5235 Chemin de la Côte-des-Neiges, Montréal, QC, H3T 1Y1","Level2",45.49627372,-73.62118198,"5235 Chemin de la Côte-des-Neiges","Montréal","QC","H3T 1Y1"
"196","CEA-443","Val-d'Or - Carrefour du Nord Ouest","1801 3e Av, Val d'Or, QC, J9P 5K1","Level2",48.095921,-77.826269,"1801 3e Av","Val d'Or","QC","J9P 5K1"
"197","CE-FC-014","First Capital - Carrefour St-David Ouest","2841 avenue St-David, Beauport, QC, G1E 4K7","Level2",46.864597,-71.215501,"2841 avenue St-David","Beauport","QC","G1E 4K7"
"198","CE-R-008","RONA - Beloeil","500 rue Serge-Pépin, Beloeil, QC, J3G 0C3","Level2",45.59254837,-73.19931793,"500 rue Serge-Pépin","Beloeil","QC","J3G 0C3"
"199","CEA-101","Plateau Mont-Royal - Aréna Mont-Royal","4365 Cartier Rue, Montréal, QC, H2H 2N9","Level2",45.533424,-73.57226,"4365 Cartier Rue","Montréal","QC","H2H 2N9"
"200","CEA-275","MTQ - Aire de service Cap-de-Pierre","290 Autoroute Felix-Leclerc Est, St-Augustin-de-Desmaures, QC, G3A 0L9","Level2",46.74235,-71.54262,"290 Autoroute Felix-Leclerc Est","St-Augustin-de-Desmaures","QC","G3A 0L9"
"201","CEC-00048","BRCC - Ville de Coaticook","116 rue Wellington, Coaticook, QC, J1A 2H6","FastDC",45.133125,-71.803409,"116 rue Wellington","Coaticook","QC","J1A 2H6"
"202","CEA-10228","MRC Charlevoix - St-Urbain","359 rue Sainte Claire, Saint-Urbain, QC, G0A 4K0","Level2",47.558794,-70.539146,"359 rue Sainte Claire","Saint-Urbain","QC","G0A 4K0"
"203","CEA-10197","St-Colomban - Centre Récréatif et Communautaire","323 montée de l'Église, Saint-Colomban, QC, J5K 1A1","Level2",45.73731,-74.137307,"323 montée de l'Église","Saint-Colomban","QC","J5K 1A1"
"204","CEA-10022","Québec - Amphithéâtre","250-B boulevard Wilfrid-Hamel, Québec, QC, G1L 5A7","Level2",46.8277648,-71.25003562,"250-B boulevard Wilfrid-Hamel","Québec","QC","G1L 5A7"
"205","CE-PDA-004","Place des Arts","1450 rue St-Urbain, Montréal, QC, H5B 1E4","Level2",45.50916672,-73.56594849,"1450 rue St-Urbain","Montréal","QC","H5B 1E4"
"206","CEA-224","St-Léonard - Aréna Martin-Brodeur","5300 Boulevard Robert, St-Léonard, QC, H1R 1R1","Level2",45.58554,-73.59837,"5300 Boulevard Robert","St-Léonard","QC","H1R 1R1"
"207","CEA-060","St-Laurent - Bibliothèque du Boisé","2727 boul. Thimens, Saint-Laurent, QC, H4R 1T4","Level2",45.504816,-73.70434,"2727 boul. Thimens","Saint-Laurent","QC","H4R 1T4"
"208","CEA-226","Ville de Sorel-Tracy - Colisée Cardin","200 rue Victoria, Sorel-Tracy, QC, J3P 7K1","Level2",46.03990448,-73.10450947,"200 rue Victoria","Sorel-Tracy","QC","J3P 7K1"
"209","CEA-125","Université Laval - Pavillon Ferdinand-Vandry","1050 avenue de la Médecine, Québec, QC, G1V 0A6","Level2",46.778634,-71.278443,"1050 avenue de la Médecine","Québec","QC","G1V 0A6"
"210","CE-S-006","St-Hubert - Brossard","6325 boul. Taschereau, Brossard, QC, J4Z 1A6","Level2",45.47336578,-73.46652985,"6325 boul. Taschereau","Brossard","QC","J4Z 1A6"
"211","CEA-10076","Collège de Valleyfield","169 rue Champlain, Valleyfield, QC, J6T1X6","Level2",45.25322582,-74.13300421,"169 rue Champlain","Valleyfield","QC","J6T1X6"
"212","CEA-298","Ville de Saguenay - Pavillon de l’Agriculture","350 Boul. de l'université, Chicoutimi, QC, G7H 5N1","Level2",48.41896346,-71.05929854,"350 Boul. de l'université","Chicoutimi","QC","G7H 5N1"
"213","CEA-10056","MTQ - Restaurant Le Chavigny - Deschambault","11 rue des Pins, Deschambault-Grondines, QC, G0A 1S0","Level2",46.639683,-71.99645,"11 rue des Pins","Deschambault-Grondines","QC","G0A 1S0"
"214","CEA-10223","Waterville - Hôtel de Ville","226 Rue Principale S, Waterville, QC, J0B 3H0","Level2",45.277597,-71.890975,"226 Rue Principale S","Waterville","QC","J0B 3H0"
"215","CE-US-007","Université de Sherbrooke - Campus de Longueuil","150 Place Charles-Le-Moyne, Longueuil, QC, J4K 0A8","Level2",45.52468872,-73.52038574,"150 Place Charles-Le-Moyne","Longueuil","QC","J4K 0A8"
"216","CEA-488","Tadoussac - Maison du tourisme","197 rue des Pionniers, Tadoussac, QC, G0T 2A0","Level2",48.143975,-69.718927,"197 rue des Pionniers","Tadoussac","QC","G0T 2A0"
"217","CEA-026","St-Laurent - Centre des Loisirs","1375 Rue Grenet, Montréal, QC, H4L 5K3","Level2",45.51495372,-73.69102041,"1375 Rue Grenet","Montréal","QC","H4L 5K3"
"218","CEA-189","Acton Vale - Gare d'Acton Vale","960 rue Boulay, Acton Vale, QC, J0H 1A0","Level2",45.64860638,-72.56428287,"960 rue Boulay","Acton Vale","QC","J0H 1A0"
"219","CEA-111","Plateau Mont-Royal - Aréna St-Louis","5633 rue Saint-Dominique, Montréal, QC, H2T 1V7","Level2",45.527779,-73.59976,"5633 rue Saint-Dominique","Montréal","QC","H2T 1V7"
"220","CEA-10204","Sainte-Anne-de-Bellevue - Hôtel de ville","109 Rue Sainte-Anne, Sainte-Anne-de-Bellevue, QC, H9X 1M2","Level2",45.403642,-73.952493,"109 Rue Sainte-Anne","Sainte-Anne-de-Bellevue","QC","H9X 1M2"
"221","CEA-306","Montmagny - Bibliothèque","138 St-Jean-Baptiste Est, Montmagny, QC, G5V 1K6","Level2",46.981012,-70.55625,"138 St-Jean-Baptiste Est","Montmagny","QC","G5V 1K6"
"222","CEA-338","First Capital - Carrefour du Plateau des Grives","205-219 boul. du Plateau, Gatineau, QC, J9J 0N4","Level2",45.431995,-75.78066,"205-219 boul. du Plateau","Gatineau","QC","J9J 0N4"
"223","CEA-055","Hôtel Le Francis","210 chemin Pardiac, New Richmond, QC, G0C 2B0","Level2",48.17233607,-65.84585968,"210 chemin Pardiac","New Richmond","QC","G0C 2B0"
"224","CEA-256","Ville de Disraeli - Avenue Champlain","585-735 avenue Champlain, Disraeli, QC, G0N 1E0","Level2",45.903277,-71.35964,"585-735 avenue Champlain","Disraeli","QC","G0N 1E0"
"225","CEA-131","Université Laval - PEPS","2300 rue de la Terrasse, Québec, QC, G1V 0A6","Level2",46.783926,-71.276673,"2300 rue de la Terrasse","Québec","QC","G1V 0A6"
"226","CEC-00066","BRCC - Les Promenades Gatineau","1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3","FastDC",45.475865,-75.693477,"1100 boulevard Maloney Ouest","Gatineau","QC","J8T 6G3"
"227","CEA-496","St-Hubert - Magog","1616 Chemin Rivière-aux-Cerises, Magog, QC, J1X 3W3","Level2",45.29602542,-72.16372117,"1616 Chemin Rivière-aux-Cerises","Magog","QC","J1X 3W3"
"228","CEA-222","Allied - 111 Duke","111 Rue Duke, Montreal, QC, H3C 2M1","Level2",45.49710827,-73.55671645,"111 Rue Duke","Montreal","QC","H3C 2M1"
"229","CEA-427","St-Hubert - St-Denis","4462 St-Denis, Montréal, QC, H2J 2L1","Level2",45.523344,-73.58274,"4462 St-Denis","Montréal","QC","H2J 2L1"
"230","CEA-259","St-Hubert - St-Georges","16505 boul. Lacroix, Saint-Georges, QC, G5Y 2G2","Level2",46.09857217,-70.6514484,"16505 boul. Lacroix","Saint-Georges","QC","G5Y 2G2"
"231","CE-A-018","AMT - Stationnement Chambly","3001 boul. Fréchette, Chambly, QC, J3L 4A7","Level2",45.43267059,-73.30257416,"3001 boul. Fréchette","Chambly","QC","J3L 4A7"
"232","CEA-10042","Québec - Amphithéâtre","250-B boulevard Wilfrid-Hamel, Québec, QC, G1L 5A7","Level2",46.8277648,-71.25003562,"250-B boulevard Wilfrid-Hamel","Québec","QC","G1L 5A7"
"233","CEA-501","St-Hubert - Sherbrooke","3070 King O, Sherbrooke, QC, J1L 1C9","Level2",45.395338,-71.947359,"3070 King O","Sherbrooke","QC","J1L 1C9"
"234","CEA-10072","Mont-Joli - Stationnement du Château Landry","1588 boul Jacques-Cartier, Mont-Joli, QC, G5H 2W2","Level2",48.58580379,-68.1888601,"1588 boul Jacques-Cartier","Mont-Joli","QC","G5H 2W2"
"235","CEA-097","Lachine - Bibliothèque Saul-Bellow","3100 rue St-Antoine, Lachine, QC, H8S 4B8","Level2",45.440212,-73.6921,"3100 rue St-Antoine","Lachine","QC","H8S 4B8"
"236","CE-M-008","METRO - Chambly","1233 rue Périgny, Chambly, QC, J3L 1W6","Level2",45.44665146,-73.28929138,"1233 rue Périgny","Chambly","QC","J3L 1W6"
"237","CEA-10005","Carrefour Santé Globale","2381 rue Principale Ouest, Magog, QC, J1X 0J4","Level2",45.2810748,-72.18543388,"2381 rue Principale Ouest","Magog","QC","J1X 0J4"
"238","CE-M-014","METRO - Repentigny","150 rue Louvain, Repentigny, QC, J6A 8J7","Level2",45.748969,-73.45428,"150 rue Louvain","Repentigny","QC","J6A 8J7"
"239","CEA-019","Drummondville - Stationnement de la Gare","269 rue Lindsay, Drummondville, QC, J2B 1G3","Level2",45.88279006,-72.48782553,"269 rue Lindsay","Drummondville","QC","J2B 1G3"
"240","CEA-10241","St-Agapit - Complexe des Seigneuries","1080 avenue Bergeron, Saint-Agapit, QC, G0S 1Z0","Level2",46.563661,-71.43698,"1080 avenue Bergeron","Saint-Agapit","QC","G0S 1Z0"
"241","CEA-465","First-Capital - Carré Lucerne","2386 chemin Lucerne, Mont-Royal, QC, H3R 2J8","Level2",45.506193,-73.66205,"2386 chemin Lucerne","Mont-Royal","QC","H3R 2J8"
"242","CEA-031","Ville de Boucherville - Bibliothèque Montarville","501 Chemin du Lac, Boucherville, QC, J4B 6V6","Level2",45.604502,-73.449438,"501 Chemin du Lac","Boucherville","QC","J4B 6V6"
"243","CEA-096","Verdun - Place du commerce","4555 Rue de Verdun, Montréal, QC, H4G 1M4","Level2",45.459445,-73.574302,"4555 Rue de Verdun","Montréal","QC","H4G 1M4"
"244","CE-R-004","RONA - Saint-Bruno","1221 boul. des Promenades, Saint-Bruno, QC, J3V 6H1","Level2",45.5018425,-73.37767792,"1221 boul. des Promenades","Saint-Bruno","QC","J3V 6H1"
"245","CEA-273","Candiac - Complexe Roméo-V.-Patenaude","135 ch Haendel, Candiac, QC, J5R 1R7","Level2",45.384453,-73.523802,"135 ch Haendel","Candiac","QC","J5R 1R7"
"246","CEC-00031","BRCC - Ville de l'Ange-Gardien","1177 route 315, L'Ange-Gardien, QC, J8L 0L4","FastDC",45.608671,-75.395488,"1177 route 315","L'Ange-Gardien","QC","J8L 0L4"
